,doc_id,chunk,text
210,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,211,The feed-forward network has a single hidden layer.
211,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,212,Dot-product attention and another attention mechanism are similar in theoretical complexity.
212,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,213,Dot-product attention is much faster and more space-efficient in practice.
213,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,214,Dot-product attention can be implemented using highly optimized matrix multiplication code.
214,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,215,"For small values of dk, the two mechanisms perform similarly."
215,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,216,Additive attention outperforms dot product attention without scaling for larger values of dk.
216,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,217,The statement that additive attention outperforms dot product attention without scaling for larger values of dk is supported by reference [3].
217,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,218,"We suspect that for large values of dk, the dot products grow large in magnitude."
218,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,219,The dot products pushing the softmax function into regions where it has extremely small gradients4.
219,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,220,dk is a large value.
220,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,221,"To counteract this effect, we scale the dot products."
221,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,222,We scale the dot products by 1pdk.
222,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,223,"Instead of performing a single attention function with dmodel-dimensional keys, values and queries, we found it beneficial to linearly project the queries, keys and values h times with different, learned linear projections."
223,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,224,"The queries, keys and values are linearly projected to dk, dk and dv dimensions, respectively."
224,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,225,The linear projections are learned.
225,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,226,"On each of these projected versions of queries, keys and values we then perform the attention function in parallel."
226,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,227,The attention function yields dv-dimensional output values.
227,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,228,These are concatenated and once again projected.
228,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,229,The concatenation and projection result in the final values.
229,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,230,The final values are depicted in Figure 2.
230,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,231,"To illustrate why the dot products get large, assume that the components of q and k are independent random variables."
231,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,232,The components of q and k have a mean of 0.
232,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,233,The components of q and k have a variance of 1.
233,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,234,The dot product of q and k is equal to the sum of the products of the elements of q and k.
234,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,235,The sum of the products of the elements of q and k is calculated by multiplying each element of q with the corresponding element of k and then summing the results.
235,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,236,The mean of the dot product of q and k is 0.
236,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,237,The variance of the dot product of q and k is dk.
237,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,238,Multi-head attention allows the model to jointly attend to information from different representation subspaces at different positions.
238,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,239,Averaging inhibits this with a single attention head.
239,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,240,MultiHead(Q;K;V) is equal to Concat(head 1;:::;head h)WO
240,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,241,head i is equal to Attention(QWQi;KWKi;VWVi)
241,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,242,WQ i is a parameter matrix in Rdmodel dk
242,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,243,WK i is a parameter matrix in Rdmodel dk
243,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,244,WV i is a parameter matrix in Rdmodel dv
244,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,245,WO is a parameter matrix in Rhdv dmodel
245,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,246,"In this work, we employ 8 parallel attention layers."
246,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,247,The attention layers have 8 heads.
247,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,248,For each of these we use dk=dv=dmodel=h= 64.
248,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,249,The total computational cost is similar to that of single-head attention with full dimensionality.
249,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,250,The reduced dimension of each head contributes to the similarity in computational cost.
250,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,251,The Transformer uses multi-head attention in three different ways.
251,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,252,The Transformer uses multi-head attention in encoder-decoder attention layers.
252,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,253,"In encoder-decoder attention layers, the queries come from the previous decoder layer."
253,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,254,"In encoder-decoder attention layers, the memory keys and values come from the output of the encoder."
254,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,255,This allows every position in the decoder to attend over all positions in the input sequence.
255,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,256,This mimics the typical encoder-decoder attention mechanisms in sequence-to-sequence models.
256,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,257,"The sequence-to-sequence models are such as [38, 2, 9]."
257,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,258,The encoder contains self-attention layers.
258,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,259,"In a self-attention layer, all of the keys, values, and queries come from the same place."
259,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,260,The same place is the output of the previous layer in the encoder.
260,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,261,Each position in the encoder can attend to all positions in the previous layer of the encoder.
261,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,262,Self-attention layers in the decoder allow each position in the decoder to attend to all positions in the decoder up to and including that position.
262,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,263,The decoder is a component of a neural network.
263,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,264,Each position in the decoder can attend to all positions in the decoder up to and including that position.
264,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,265,We need to prevent leftward information flow in the decoder.
265,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,266,The decoder has an auto-regressive property.
266,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,267,We implement this inside of scaled dot-product attention.
267,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,268,We mask out all values in the input of the softmax which correspond to illegal connections.
268,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,269,We set the masked out values to -1.
269,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,270,See Figure 2.
270,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,271,Each of the layers in our encoder and decoder contains a fully connected feed-forward network.
271,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,272,The fully connected feed-forward network is applied to each position separately and identically.
272,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,273,The fully connected feed-forward network is in addition to attention sub-layers.
273,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,274,This consists of two linear transformations.
274,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,275,The two linear transformations have a ReLU activation in between.
275,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,276,FFN(x) = max(0;xW1+b1)W2+b2
276,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,277,The linear transformations are the same across different positions
277,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,278,The linear transformations use different parameters from layer to layer
278,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,279,Another way of describing this is as two convolutions with kernel size 1.
279,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,280,The dimensionality of input and output is dmodel = 512.
280,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,281,The inner-layer has dimensionality dff = 2048.
281,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,282,We use learned embeddings to convert the input tokens and output tokens to vectors of dimension dmodel.
282,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,283,The input tokens and output tokens are converted to vectors of dimension dmodel.
283,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,284,The learned embeddings are used to convert the input tokens and output tokens to vectors of dimension dmodel.
284,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,285,We also use the usual learned linear transformation and softmax function to convert the decoder output to predicted next-token probabilities.
285,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,286,"In our model, we share the same weight matrix between the two embedding layers and the pre-softmax linear transformation."
286,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,287,The weight matrix is shared between the two embedding layers and the pre-softmax linear transformation in our model.
287,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,288,The sharing of the weight matrix is similar to [30].
288,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,289,"In the embedding layers, we multiply those weights by pdmodel."
289,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,290,Our model contains no recurrence and no convolution.
290,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,291,"In order for the model to make use of the order of the sequence, we must inject some information about the relative or absolute position of the sequence."
291,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,292,The model must inject some information about the relative or absolute position of the sequence in order for the model to make use of the order of the sequence.
292,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,293,nis the sequence length.
293,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,294,dis the representation dimension.
294,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,295,kis the kernel size of convolutions.
295,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,296,ris the size of the neighborhood in restricted self-attention.
296,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,297,Layer Type has a Complexity per Layer of O(n2 d)
297,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,298,Layer Type has a Sequential Complexity of O(1)
298,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,299,Layer Type has a Maximum Path Length of O(1)
299,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,300,Operations for Layer Type are Self-Attention
300,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,301,Layer Type has a Complexity per Layer of O(n d2)
301,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,302,Layer Type has a Sequential Complexity of O(n)
302,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,303,Layer Type has a Maximum Path Length of O(n)
303,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,304,Operations for Layer Type are Recurrent
304,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,305,Layer Type has a Complexity per Layer of O(k n d2)
305,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,306,Layer Type has a Sequential Complexity of O(1)
306,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,307,Layer Type has a Maximum Path Length of O(logk(n))
307,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,308,Operations for Layer Type are Convolutional
308,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,309,Layer Type has a Complexity per Layer of O(r n d)
309,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,310,Layer Type has a Sequential Complexity of O(1)
310,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,311,Layer Type has a Maximum Path Length of O(n=r)
311,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,312,Operations for Layer Type are Self-Attention (restricted)
312,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,313,We add positional encodings to the input embeddings.
313,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,314,The input embeddings are at the bottoms of the encoder and decoder stacks.
314,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,315,The positional encodings have the same dimension dmodel as the embeddings.
315,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,316,The positional encodings and the embeddings can be summed.
316,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,317,There are many choices of positional encodings.
317,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,318,The positional encodings can be learned or fixed.
318,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,319,The learned and fixed positional encodings are discussed in reference [9].
319,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,320,"In this work, we use sine and cosine functions of different frequencies."
320,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,321,PE(pos;2i)=sin(pos=100002i=d model)
321,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,322,PE(pos;2i+1)=cos(pos=100002i=d model)
322,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,323,pos is the position
323,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,324,i is the dimension
324,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,325,Each dimension of the positional encoding corresponds to a sinusoid.
325,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,326,The wavelengths form a geometric progression.
326,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,327,The geometric progression starts at 2.
327,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,328,The geometric progression ends at 10000 2.
328,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,329,We chose this function.
329,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,330,We hypothesized that the function would allow the model to easily learn to attend by relative positions.
330,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,331,"For any fixed offset k, PEpos+k can be represented as a linear function of PEpos."
331,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,332,We also experimented with using learned positional embeddings.
332,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,333,The learned positional embeddings were described in reference [9].
333,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,334,We found that the two versions produced nearly identical results.
334,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,335,The two versions are the version with learned positional embeddings and the version without learned positional embeddings.
335,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,336,The nearly identical results are shown in Table 3 row (E).
336,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,337,We chose the sinusoidal version of the model.
337,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,338,The sinusoidal version of the model may allow the model to extrapolate to sequence lengths longer than the ones encountered during training.
338,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,339,This section compares various aspects of self-attention layers to the recurrent and convolutional layers.
339,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,340,The recurrent and convolutional layers are commonly used for mapping one variable-length sequence of symbol representations (x1;:::;x n) to another sequence of equal length (z1;:::;z n).
340,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,341,xi;zi2Rd is a hidden layer in a typical sequence transduction encoder or decoder.
341,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,342,We consider three desiderata.
342,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,343,The desiderata motivate our use of self-attention.
343,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,344,One is the total computational complexity per layer.
344,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,345,Another factor is the amount of computation that can be parallelized.
345,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,346,The amount of computation that can be parallelized is measured by the minimum number of sequential operations required.
346,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,347,The third is the path length between long-range dependencies in the network.
347,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,348,Learning long-range dependencies is a key challenge in many sequence transduction tasks.
348,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,349,Sequence transduction tasks are tasks that involve transforming one sequence into another.
349,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,350,One key factor affecting the ability to learn such dependencies is the length of the paths forward and backward signals have to traverse in the network.
350,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,351,The length of the paths forward and backward signals have to traverse in the network is a key factor affecting the ability to learn such dependencies.
351,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,352,"The shorter these paths between any combination of positions in the input and output sequences, the easier it is to learn long-range dependencies."
352,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,353,These paths refer to paths between any combination of positions in the input and output sequences.
353,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,354,The paths are between positions in the input and output sequences.
354,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,355,"The easier it is to learn long-range dependencies, the shorter these paths are."
355,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,356,We compare the maximum path length between any two input and output positions in networks composed of the different layer types.
356,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,357,A self-attention layer connects all positions with a constant number of sequentially executed operations.
357,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,358,A recurrent layer requires O(n) sequential operations.
358,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,359,"In terms of computational complexity, self-attention layers are faster than recurrent layers when the sequence length is smaller than the representation dimensionality d."
359,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,360,The sequence length is most often smaller than the representation dimensionality d when using sentence representations.
360,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,361,Sentence representations are used by state-of-the-art models in machine translations.
361,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,362,State-of-the-art models in machine translations use word-piece [38] and byte-pair [31] representations.
362,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,363,"To improve computational performance for tasks involving very long sequences, self-attention could be restricted."
363,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,364,Self-attention could be restricted to considering only a neighborhood of size r in the input sequence.
364,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,365,The neighborhood of size r is centered around the respective output position.
365,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,366,This would increase the maximum path length to O(n=r).
366,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,367,We plan to investigate this approach further in future work.
367,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,368,A single convolutional layer with kernel width k<n does not connect all pairs of input and output positions.
368,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,369,The kernel width of a convolutional layer is k.
369,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,370,The input size is n.
370,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,371,k is less than n.
371,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,372,Doing so requires a stack of O(n=k) convolutional layers in the case of contiguous kernels.
372,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,373,The stack of convolutional layers is required in the case of contiguous kernels.
373,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,374,The stack of convolutional layers has a complexity of O(n=k).
374,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,375,Doing so requires a stack of O(logk(n)) convolutional layers in the case of dilated convolutions.
375,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,376,The stack of convolutional layers is required in the case of dilated convolutions.
376,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,377,The stack of convolutional layers has a complexity of O(logk(n)).
377,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,378,The complexity of the stack of convolutional layers is O(logk(n)) in the case of dilated convolutions.
378,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,379,The complexity of the stack of convolutional layers is O(n=k) in the case of contiguous kernels.
379,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,380,The stack of convolutional layers increases the length of the longest paths between any two positions in the network.
380,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,381,The length of the longest paths between any two positions in the network is increased by the stack of convolutional layers.
381,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,382,Convolutional layers are generally more expensive than recurrent layers.
382,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,383,Convolutional layers are more expensive than recurrent layers by a factor of k.
383,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,384,Separable convolutions decrease the complexity considerably.
384,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,385,Separable convolutions decrease the complexity to O(k n d+n d2).
385,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,386,Separable convolutions are described in reference [6].
386,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,387,"Even with k=n, the complexity of a separable convolution is equal to the combination of a self-attention layer and a point-wise feed-forward layer."
387,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,388,The approach we take in our model is the combination of a self-attention layer and a point-wise feed-forward layer.
388,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,389,Self-attention could yield more interpretable models as a side benefit.
389,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,390,We inspect attention distributions from our models.
390,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,391,We present and discuss examples in the appendix.
391,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,392,Individual attention heads learn to perform different tasks.
392,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,393,Many attention heads exhibit behavior related to the syntactic and semantic structure of the sentences.
393,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,394,This section describes the training regime for our models.
394,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,395,We trained on the standard WMT 2014 English-German dataset.
395,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,396,The WMT 2014 English-German dataset consists of about 4.5 million sentence pairs.
396,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,397,Sentences were encoded using byte-pair encoding.
397,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,398,Byte-pair encoding is a method of encoding sentences.
398,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,399,Byte-pair encoding has a shared source-target vocabulary of about 37000 tokens.
399,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,400,"For English-French, we used the significantly larger WMT 2014 English-French dataset."
400,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,401,The WMT 2014 English-French dataset consists of 36M sentences.
401,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,402,We split tokens into a 32000 word-piece vocabulary.
402,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,403,The WMT 2014 English-French dataset is significantly larger than the previous dataset.
403,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,404,Sentence pairs were batched together by approximate sequence length.
404,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,405,Each training batch contained a set of sentence pairs.
405,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,406,The set of sentence pairs contained approximately 25000 source tokens.
406,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,407,The set of sentence pairs contained approximately 25000 target tokens.
407,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,408,We trained our models on one machine.
408,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,409,The machine had 8 NVIDIA P100 GPUs.
409,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,410,"For our base models using the hyperparameters described throughout the paper, each training step took about 0.4 seconds."
410,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,411,We trained the base models.
411,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,412,"The base models were trained for a total of 100,000 steps."
412,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,413,The base models were trained for 12 hours.
413,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,414,"For our big models, step time was 1.0 seconds."
414,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,415,The big models are described on the bottom line of table 3.
415,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,416,"The big models were trained for 300,000 steps."
416,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,417,The big models were trained for 3.5 days.
417,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,418,We used the Adam optimizer.
418,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,419,"The Adam optimizer has the following parameters: 1= 0.9, 2= 0.98, and = 10-9."
419,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,420,We varied the learning rate over the course of training.
420,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,421,The learning rate was varied according to the formula: lrate =d 0:5 model min(step_num 0:5;step _num warmup _steps 1:5) (3).
421,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,422,This formula corresponds to increasing the learning rate linearly for the first warmup _steps training steps.
